owner_name_clean,stem,raw_examples,group_id,group_name,owner_parcels
PRAWEL FAMILY TRUST,PRAWEL FAMILY,PRAWEL FAMILY TRUST,4624,PRAWEL FAMILY TRUST,3
PRESTON TAYLOR HOMES LLC,PRESTON TAYLOR HOMES,"PRESTON TAYLOR HOMES, LLC",4625,"PRESTON TAYLOR HOMES, LLC",3
PRICE FAMILY TRUST THE,PRICE FAMILY TRUST THE,"PRICE FAMILY TRUST, THE",4626,"PRICE FAMILY TRUST, THE",3
PRIDDY FAMILY TRUST,PRIDDY FAMILY,PRIDDY FAMILY TRUST,4627,PRIDDY FAMILY TRUST,3
PRIDE FAMILY TRUST,PRIDE FAMILY,PRIDE FAMILY TRUST,4628,PRIDE FAMILY TRUST,3
PROPCO 1116 POLK LLC,PROPCO 1116 POLK,"PROPCO 1116 POLK, LLC",4629,"PROPCO 1116 POLK, LLC",2
PROPCO 609 MERRITT LLC,PROPCO 609 MERRITT,"PROPCO 609 MERRITT, LLC",4629,"PROPCO 1116 POLK, LLC",1
PRUITT & ASSOCIATES INC,PRUITT & ASSOCIATES,"PRUITT & ASSOCIATES, INC.",4630,"PRUITT & ASSOCIATES, INC.",2
PRUITT AND ASSOCIATES INC,PRUITT AND ASSOCIATES,"PRUITT AND ASSOCIATES, INC.",4630,"PRUITT & ASSOCIATES, INC.",1
PSALM 91 TRUST,PSALM 91,PSALM 91 TRUST,4631,PSALM 91 TRUST,3
QAZI FAMILY TRUST,QAZI FAMILY,QAZI FAMILY TRUST,4632,QAZI FAMILY TRUST,3
QUAIL CREEK INC,QUAIL CREEK,"QUAIL CREEK, INC.",4633,RAMALCO ENTERPRISES,1
RAMALCO ENTERPRISES,RAMALCO ENTERPRISES,RAMALCO ENTERPRISES,4633,RAMALCO ENTERPRISES,2
QUINN L CORP,QUINN L,QUINN L. CORP.; QUINN-L CORP.,4634,QUINN L. CORP.,3
QUINN R B & MIN REVOCABLE TRUST,QUINN R B & MIN REVOCABLE,"QUINN, R.B. & MIN REVOCABLE TRUST",4635,"QUINN, R.B. & MIN REVOCABLE TRUST",3
QUIRK JOINT REV TRUST,QUIRK JOINT REV,QUIRK JOINT REV TRUST,4636,"QUIRK JOINT REVOCABLE TRUST, THE",1
QUIRK JOINT REVOCABLE TRUST THE,QUIRK JOINT REVOCABLE TRUST THE,"QUIRK JOINT REVOCABLE TRUST, THE",4636,"QUIRK JOINT REVOCABLE TRUST, THE",2
R & R INVESTMENT TRUST THE,R & R INVESTMENT TRUST THE,"R & R INVESTMENT TRUST, THE",4637,"R & R INVESTMENT TRUST, THE",2
R&R INVESTMENT TRUST THE,R&R INVESTMENT TRUST THE,"R&R INVESTMENT TRUST, THE",4637,"R & R INVESTMENT TRUST, THE",1
R & S PROPERTIES OF TN LLC,R & S PROPERTIES OF TN,"R & S PROPERTIES OF TN, LLC",4638,"R & S PROPERTIES OF TN, LLC",3
R E P P INC,R E P P,"R. E. P. P., INC.; R.E.P.P., INC.",4639,"R. E. P. P., INC.",3
RAS LLC & RNN INVESTMENTS LLC,RAS LLC & RNN INVESTMENTS,"RAS, LLC & RNN INVESTMENTS, LLC",4640,"RAS, LLC & RNN INVESTMENTS, LLC",3
RASKIN EDWIN B TR,RASKIN EDWIN B,"RASKIN, EDWIN B., TR.",4641,"SMALL/LEIPER'S FORK, L.P.",1
SMALL LEIPER S FORK LP,SMALL LEIPER S FORK,"SMALL/LEIPER'S FORK, L.P.",4641,"SMALL/LEIPER'S FORK, L.P.",2
RAWLS PAMELA C REVOCABLE LIVING TRUST,RAWLS PAMELA C REVOCABLE LIVING,"RAWLS, PAMELA C. REVOCABLE LIVING TRUST",4642,"RAWLS, PAMELA C. REVOCABLE LIVING TRUST",3
RAYBURN LIVING TRUST,RAYBURN LIVING,RAYBURN LIVING TRUST,4643,RAYBURN LIVING TRUST,3
RAYCOM LLC,RAYCOM,"RAYCOM LLC; RAYCOM, LLC",4644,RAYCOM LLC,3
RCC ASSOCIATES LP,RCC ASSOCIATES,"RCC ASSOCIATES, L.P.",4645,"RCC ASSOCIATES, L.P.",3
RCP LAND LLC,RCP LAND,"RCP LAND, LLC",4646,"RCP LAND, LLC",3
RDR PROPERTIES TN LLC,RDR PROPERTIES TN,"RDR PROPERTIES TN, LLC",4647,"RDR RESIDENCES TN, LLC",1
RDR RESIDENCES TN LLC,RDR RESIDENCES TN,"RDR RESIDENCES TN, LLC",4647,"RDR RESIDENCES TN, LLC",2
RECHTER DAVIS PROPERTIES,RECHTER DAVIS PROPERTIES,RECHTER-DAVIS PROPERTIES,4648,RECHTER-DAVIS PROPERTIES,2
RECHTER DAVIS PROPERTIES LLC,RECHTER DAVIS PROPERTIES,"RECHTER-DAVIS PROPERTIES, LLC",4648,RECHTER-DAVIS PROPERTIES,1
RED CLAY QOZB LLC,RED CLAY QOZB,RED CLAY QOZB LLC,4649,RED CLAY QOZB LLC,3
RED HORSE DEVCO LLC,RED HORSE DEVCO,"RED HORSE DEVCO, LLC; RED HORSE DEVCO., LLC",4650,"RED HORSE DEVCO, LLC",3
REDBUD COOPERATIVE CORPORATION,REDBUD COOPERATIVE,REDBUD COOPERATIVE CORPORATION,4651,REDBUD COOPERATIVE CORPORATION,3
REEL TO REAL PROPERTIES LLC,REEL TO REAL PROPERTIES,"REEL TO REAL PROPERTIES, LLC",4652,"REEL TO REAL PROPERTIES, LLC",3
REICHSTEIN DAVID ALAN LIVING TRUST,REICHSTEIN DAVID ALAN LIVING,"REICHSTEIN, DAVID ALAN LIVING TRUST",4653,"REICHSTEIN, DAVID ALAN LIVING TRUST",3
REID FAMILY REVOCABLE TRUST,REID FAMILY REVOCABLE,REID FAMILY REVOCABLE TRUST,4654,REID FAMILY REVOCABLE TRUST,3
RELM REALTY LLC,RELM REALTY,"RELM REALTY LLC; RELM REALTY, LLC",4655,RELM REALTY LLC,3
REMUS FAMILY LIVING TRUST,REMUS FAMILY LIVING,REMUS FAMILY LIVING TRUST,4656,REMUS FAMILY LIVING TRUST,1
REMUS FAMILY LIVING TRUST & REMUS AUGUST MCCLAINE,REMUS FAMILY LIVING TRUST & REMUS AUGUST MCCLAINE,"REMUS FAMILY LIVING TRUST & REMUS, AUGUST MCCLAINE",4656,REMUS FAMILY LIVING TRUST,1
REMUS FAMILY LIVING TRUST ET AL,REMUS FAMILY LIVING TRUST ET AL,REMUS FAMILY LIVING TRUST ET AL,4656,REMUS FAMILY LIVING TRUST,1
RESIDENTIAL RESOURCES INC,RESIDENTIAL RESOURCES,"RESIDENTIAL RESOURCES, INC.",4657,"RESIDENTIAL RESOURCES, INC.",3
REVELETT ENTERPRISES LLC,REVELETT ENTERPRISES,"REVELETT ENTERPRISES, LLC",4658,REVELETTE ENTERPRISES LLC,1
REVELETTE ENTERPRISES LLC,REVELETTE ENTERPRISES,"REVELETTE ENTERPRISES LLC; REVELETTE ENTERPRISES, LLC",4658,REVELETTE ENTERPRISES LLC,2
REVISION HOMES LLC,REVISION HOMES,"REVISION HOMES, LLC",4659,"REVISION HOMES, LLC",3
REVOCABLE INTER VIVOS TRUST,REVOCABLE INTER VIVOS,REVOCABLE INTER VIVOS TRUST,4660,REVOCABLE INTER VIVOS TRUST,2
VIVOS REVOCABLE TRUST,VIVOS REVOCABLE,VIVOS REVOCABLE TRUST,4660,REVOCABLE INTER VIVOS TRUST,1
RICE FAMILY TRUST,RICE FAMILY,RICE FAMILY TRUST,4661,RICE FAMILY TRUST,3
RICHARDSON TENNESSEE COMMUNITY PROPERTY REVOCABLE TR,RICHARDSON TENNESSEE COMMUNITY PROPERTY REVOCABLE,RICHARDSON TENNESSEE COMMUNITY PROPERTY REVOCABLE TR.,4662,RICHARDSON TENNESSEE COMMUNITY PROPERTY REVOCABLE TR.,3
RICHLAND STATION LLC,RICHLAND STATION,"RICHLAND STATION, LLC",4663,"RICHLAND STATION, LLC",3
RIGID DEVELOPMENT INC,RIGID DEVELOPMENT,"RIGID DEVELOPMENT, INC.",4664,"RIGID DEVELOPMENT, INC.",3
RIPTIDE ANTIOCH LLC,RIPTIDE ANTIOCH,"RIPTIDE ANTIOCH, LLC",4665,"RIPTIDE ANTIOCH, LLC",3
RIVER ROAD INVESTMENT LLC,RIVER ROAD INVESTMENT,"RIVER ROAD INVESTMENT, LLC.",4666,"RIVER ROAD INVESTMENTS, LLC",1
RIVER ROAD INVESTMENTS LLC,RIVER ROAD INVESTMENTS,"RIVER ROAD INVESTMENTS, LLC",4666,"RIVER ROAD INVESTMENTS, LLC",2
RIVER ROAD TRUST,RIVER ROAD,RIVER ROAD TRUST,4667,"RIVER ROAD TRUST, THE",1
RIVER ROAD TRUST THE,RIVER ROAD TRUST THE,"RIVER ROAD TRUST, THE",4667,"RIVER ROAD TRUST, THE",2
RIVER TRACE HOMEOWNERS ASSOC INC,RIVER TRACE HOMEOWNERS,"RIVER TRACE HOMEOWNERS ASSOCIATION, INC.",4668,"RIVER TRACE HOMEOWNERS ASSOCIATION, INC.",3
RIVERHILLS INC,RIVERHILLS,"RIVERHILLS INC.; RIVERHILLS, INC",4669,RIVERHILLS INC.,3
RIVERPOINT HOA INC,RIVERPOINT HOA,RIVERPOINT HOA INC,4670,RIVERPOINT HOA INC,3
RJD RENTAL PROPERTIES LLC,RJD RENTAL PROPERTIES,"RJD RENTAL PROPERTIES LLC; RJD RENTAL PROPERTIES, LLC",4671,RJD RENTAL PROPERTIES LLC,3
RL PEARSON REVOCABLE TRUST,RL PEARSON REVOCABLE,RL PEARSON REVOCABLE TRUST,4672,RL PEARSON REVOCABLE TRUST,3
RM DEVELOPMENT CO,RM DEVELOPMENT,RM DEVELOPMENT COMPANY,4673,RM DEVELOPMENT COMPANY,3
ROARING 20S HOTEL LLC,ROARING 20S HOTEL,"ROARING 20S HOTEL, LLC",4674,"ROARING 20S HOTEL, LLC",3
ROBERTSON 3 6 & 14 LLC,ROBERTSON 3 6 & 14,"ROBERTSON 3, 6, & 14, LLC",4675,"ROBERTSON 3, 6, & 14, LLC",3
ROBERTSON DJ REVOCABLE TRUST,ROBERTSON DJ REVOCABLE,"ROBERTSON, DJ REVOCABLE TRUST",4676,"ROBERTSON, DJ REVOCABLE TRUST",3
ROGERS HOLDING CO LLC,ROGERS HOLDING,"ROGERS HOLDING COMPANY, LLC",4677,"ROGERS HOLDING COMPANY, LLC",3
ROGERS OPHALYON FAYE REVOCABLE LIVING TRUST,ROGERS OPHALYON FAYE REVOCABLE LIVING,"ROGERS, OPHALYON ""FAYE"" REVOCABLE LIVING TRUST",4678,"ROGERS, OPHALYON ""FAYE"" REVOCABLE LIVING TRUST",1
SUMMIT RUN HOA INC,SUMMIT RUN HOA,SUMMIT RUN HOA INC,4678,"ROGERS, OPHALYON ""FAYE"" REVOCABLE LIVING TRUST",1
SUMMIT RUN LLC,SUMMIT RUN,"SUMMIT RUN, LLC",4678,"ROGERS, OPHALYON ""FAYE"" REVOCABLE LIVING TRUST",1
ROLLINS 4G ALLIED LLC,ROLLINS 4G ALLIED,"ROLLINS 4G ALLIED, LLC",4679,"ROLLINS 4G ALLIED, LLC",1
ROLLINS 4G BRANSFORD LLC,ROLLINS 4G BRANSFORD,"ROLLINS 4G BRANSFORD, LLC",4679,"ROLLINS 4G ALLIED, LLC",1
ROLLINS 4G FIBERGLASS LLC,ROLLINS 4G FIBERGLASS,"ROLLINS 4G FIBERGLASS, LLC",4679,"ROLLINS 4G ALLIED, LLC",1
ROOTDEV LLC,ROOTDEV,"ROOTDEV, LLC",4680,"ROOTDEV, LLC",3
ROSENBAUM LESLIE D TRUST THE,ROSENBAUM LESLIE D TRUST THE,"ROSENBAUM, LESLIE D. TRUST, THE",4681,"ROSENBAUM, LESLIE D. TRUST, THE",3
ROSS FAMILY REVOCABLE LIVING TRUST,ROSS FAMILY REVOCABLE LIVING,ROSS FAMILY REVOCABLE LIVING TRUST,4682,ROSS FAMILY REVOCABLE LIVING TRUST,2
ROSS REVOCABLE LIVING TRUST,ROSS REVOCABLE LIVING,ROSS REVOCABLE LIVING TRUST,4682,ROSS FAMILY REVOCABLE LIVING TRUST,1
ROTHE RYAN & ANDREA FAMILY TRUST,ROTHE RYAN & ANDREA FAMILY,"ROTHE, RYAN & ANDREA FAMILY TRUST",4683,"ROTHE, RYAN & ANDREA FAMILY TRUST",3
ROWAN REVOCABLE TRUST,ROWAN REVOCABLE,ROWAN REVOCABLE TRUST,4684,ROWAN REVOCABLE TRUST,3
ROWELL JOINT REVOCABLE TRUST,ROWELL JOINT REVOCABLE,ROWELL JOINT REVOCABLE TRUST,4685,ROWELL JOINT REVOCABLE TRUST,2
ROWELL JOINT REVOCABLE TRUST THE,ROWELL JOINT REVOCABLE TRUST THE,"ROWELL JOINT REVOCABLE TRUST, THE",4685,ROWELL JOINT REVOCABLE TRUST,1
ROWHOUSES AT ROBINSON ROAD CORPORATION,ROWHOUSES AT ROBINSON ROAD,ROWHOUSES AT ROBINSON ROAD CORPORATION,4686,ROWHOUSES AT ROBINSON ROAD CORPORATION,3
RSG FESSLERS GP,RSG FESSLERS,RSG FESSLERS GP,4687,RSG FESSLERS GP,3
RUNYEON & HAMM GP,RUNYEON & HAMM,"RUNYEON & HAMM GP; RUNYEON & HAMM, GP",4688,RUNYEON & HAMM GP,3
RUSSELL A STANSELL FAM LTD PTNERSHIP THE,RUSSELL A STANSELL FAM LTD PTNERSHIP THE,"RUSSELL A.STANSELL FAM.LTD.PTNERSHIP,THE",4689,"RUSSELL A.STANSELL FAM.LTD.PTNERSHIP,THE",2
STANSELL RUSSELL A FAMILY LTD PTNSP,STANSELL RUSSELL A FAMILY LTD PTNSP,"STANSELL, RUSSELL A., FAMILY LTD. PTNSP.",4689,"RUSSELL A.STANSELL FAM.LTD.PTNERSHIP,THE",1
S N A P INC & M D H A,S N A P INC & M D H A,"S.N.A.P.,INC. & M.D.H.A.",4690,SNAP HOUSING CORP.,1
SNAP HOUSING CORP,SNAP HOUSING,SNAP HOUSING CORP.,4690,SNAP HOUSING CORP.,2
S&S POWELL TENNESSEE COMMUNITY PROPERTY TRUST,S&S POWELL TENNESSEE COMMUNITY PROPERTY,S&S POWELL TENNESSEE COMMUNITY PROPERTY TRUST,4691,S&S POWELL TENNESSEE COMMUNITY PROPERTY TRUST,2
THE POWELL GROUP LLC,THE POWELL GROUP,THE POWELL GROUP LLC,4691,S&S POWELL TENNESSEE COMMUNITY PROPERTY TRUST,1
SAI RAM 59 LLC,SAI RAM 59,"SAI RAM 59, LLC",4692,"SAI RAM 59, LLC",3
SALAS PAMELA G LIVING TRUST,SALAS PAMELA G LIVING,"SALAS, PAMELA G. LIVING TRUST",4693,"SALAS, PAMELA G. LIVING TRUST",3
SAMARA FARMS LLC,SAMARA FARMS,"SAMARA FARMS, LLC",4694,"SAMARA FARMS, LLC",3
SANDERS WILLIAM C JR REVOCABLE LIVING TRUST,SANDERS WILLIAM C JR REVOCABLE LIVING,"SANDERS, WILLIAM C. JR. REVOCABLE LIVING TRUST",4695,"SANDERS, WILLIAM C. JR. REVOCABLE LIVING TRUST, THE",1
SANDERS WILLIAM C JR REVOCABLE LIVING TRUST THE,SANDERS WILLIAM C JR REVOCABLE LIVING TRUST THE,"SANDERS, WILLIAM C. JR. REVOCABLE LIVING TRUST, THE",4695,"SANDERS, WILLIAM C. JR. REVOCABLE LIVING TRUST, THE",2
SANDFORD DEVELOPMENT CO INC,SANDFORD DEVELOPMENT,"SANDFORD DEVELOPMENT CO., INC.",4696,"SANDFORD DEVELOPMENT CO., INC.",2
SANDFORD DEVELOPMENT OC INC,SANDFORD DEVELOPMENT OC,"SANDFORD DEVELOPMENT OC., INC.",4696,"SANDFORD DEVELOPMENT CO., INC.",1
SANITHI OM LLC,SANITHI OM,"SANITHI OM, LLC",4697,"SANITHI OM, LLC",3
SARA LEE FOX LIVING TRUST,SARA LEE FOX LIVING,SARA LEE FOX LIVING TRUST,4698,SARA LEE FOX LIVING TRUST,3
SAWH LLC,SAWH,"SAWH LLC; SAWH, LLC",4699,SAWH LLC,3
SCARBROUGH JOHN RICHARD REVOCABLE LIVING TRUST,SCARBROUGH JOHN RICHARD REVOCABLE LIVING,"SCARBROUGH, JOHN RICHARD REVOCABLE LIVING TRUST",4700,"SCARBROUGH, JOHN RICHARD REVOCABLE LIVING TRUST",1
SCARBROUGH PAM ANN OWEN REVOCABLE LIVING TRUST,SCARBROUGH PAM ANN OWEN REVOCABLE LIVING,"SCARBROUGH, PAM ANN OWEN REVOCABLE LIVING TRUST",4700,"SCARBROUGH, JOHN RICHARD REVOCABLE LIVING TRUST",1
SCARBROUGH PAM ANN REVOCABLE LIVING TRUST & ET AL,SCARBROUGH PAM ANN REVOCABLE LIVING TRUST & ET AL,"SCARBROUGH, PAM ANN REVOCABLE LIVING TRUST & ET AL",4700,"SCARBROUGH, JOHN RICHARD REVOCABLE LIVING TRUST",1
SCHAEFER RONALD E & THERESA MALOY REV TRUST,SCHAEFER RONALD E & THERESA MALOY REV,"SCHAEFER, RONALD E. & THERESA MALOY REV. TRUST",4701,"SCHAEFER, RONALD E. & THERESA MALOY REV. TRUST",1
SCHAEFER RONALD E & THERESA MALOY REVOCABLE TRST,SCHAEFER RONALD E & THERESA MALOY REVOCABLE TRST,"SCHAEFER, RONALD E. & THERESA MALOY REVOCABLE TRST",4701,"SCHAEFER, RONALD E. & THERESA MALOY REV. TRUST",1
SCHAEFER THERESA MALOY REVOCABLE TRUST,SCHAEFER THERESA MALOY REVOCABLE,"SCHAEFER, THERESA MALOY REVOCABLE TRUST",4701,"SCHAEFER, RONALD E. & THERESA MALOY REV. TRUST",1
SCHELL BROTHERS NASHVILLE LLC,SCHELL BROTHERS NASHVILLE,"SCHELL BROTHERS NASHVILLE, LLC",4702,"SCHELL BROTHERS NASHVILLE, LLC",3
SCHRADER LANE CHURCH OF CHRIST INC,SCHRADER LANE CHURCH OF CHRIST,"SCHRADER LANE CHURCH OF CHRIST, INC.",4703,"SCHRADER LANE CHURCH OF CHRIST, INC.",3
SCHULTZ WALTER & NANCY REV TRUST,SCHULTZ WALTER & NANCY REV,"SCHULTZ, WALTER & NANCY REV TRUST",4704,"SCHULTZ, WALTER & NANCY REV TRUST",2
SCHULTZ WALTER & NANCY REVOCABLE TRUST,SCHULTZ WALTER & NANCY REVOCABLE,"SCHULTZ, WALTER & NANCY REVOCABLE TRUST",4704,"SCHULTZ, WALTER & NANCY REV TRUST",1
SCOTT BUTLER HOMES LLC,SCOTT BUTLER HOMES,"SCOTT BUTLER HOMES, LLC",4705,"SCOTT BUTLER HOMES, LLC",3
SCRUGGS RANDY FAMILY TRUST & SCRUGGS JAIME & JESS,SCRUGGS RANDY FAMILY TRUST & SCRUGGS JAIME & JESS,"SCRUGGS, RANDY FAMILY TRUST & SCRUGGS, JAIME & JESS",4706,"SCRUGGS, RANDY FAMILY TRUST & SCRUGGS, JAIME & JESS",3
SD DEVELOPERS INC,SD DEVELOPERS,"SD DEVELOPERS, INC.",4707,"SD DEVELOPERS, INC.",3
SDS VENTURES LLC,SDS VENTURES,SDS VENTURES LLC,4708,TAHOE WEST VENTURES LLC,1
TAHOE WEST VENTURES LLC,TAHOE WEST VENTURES,"TAHOE WEST VENTURES LLC; TAHOE WEST VENTURES, LLC",4708,TAHOE WEST VENTURES LLC,2
SEELIG PROPERTIES LLC,SEELIG PROPERTIES,"SEELIG PROPERTIES, LLC",4709,"SEELIG PROPERTIES, LLC",3
SEGROVES DOUGLAS GLENN & IRMA Y TRUSTEE,SEGROVES DOUGLAS GLENN & IRMA Y TRUSTEE,"SEGROVES, DOUGLAS GLENN & IRMA Y., TRUSTEES",4710,"SEGROVES, DOUGLAS GLENN & IRMA Y., TRUSTEES",3
SELAH NASHVILLE LLC,SELAH NASHVILLE,"SELAH NASHVILLE, LLC",4711,"SELAH NASHVILLE, LLC",3
SELLERS JACQUELYN LIVING TRUST,SELLERS JACQUELYN LIVING,"SELLERS, JACQUELYN LIVING TRUST",4712,"SELLERS, JACQUELYN LIVING TRUST",3
SEMMES FAMILY TRUST,SEMMES FAMILY,SEMMES FAMILY TRUST,4713,SEMMES FAMILY TRUST,3
SERBUS INDUSTRIES LLC,SERBUS INDUSTRIES,"SERBUS INDUSTRIES, LLC",4714,"SERBUS INDUSTRIES, LLC",3
SERVANT GROUP INTERNATIONAL,SERVANT GROUP INTERNATIONAL,SERVANT GROUP INTERNATIONAL,4715,SERVANT GROUP INTERNATIONAL,3
SETTLED ROOTS LLC,SETTLED ROOTS,"SETTLED ROOTS, LLC",4716,"SETTLED ROOTS, LLC",3
SEVENHILLS PROPERTIES INC,SEVENHILLS PROPERTIES,"SEVENHILLS PROPERTIES, INC; SEVENHILLS PROPERTIES, INC.",4717,"SEVENHILLS PROPERTIES, INC",3
SFR JV 2 DDTL BORROWER LLC,SFR JV 2 DDTL BORROWER,"SFR JV-2 DDTL BORROWER, LLC",4718,"SFR JV-2 DDTL BORROWER, LLC",3
SFR JV HD TL BORROWER B LLC,SFR JV HD TL BORROWER B,SFR JV-HD TL BORROWER B LLC,4719,SFR JV-HD TL BORROWER B LLC,3
SG CONSTRUCTION,SG CONSTRUCTION,SG CONSTRUCTION,4720,"SG HOME BUILDERS, LLC",1
SG HOME BUILDERS LLC,SG HOME BUILDERS,"SG HOME BUILDERS, LLC",4720,"SG HOME BUILDERS, LLC",2
SGT JUDY REAUX LLC,SGT JUDY REAUX,"SGT JUDY REAUX, LLC",4721,"SGT JUDY REAUX, LLC",3
SHANE PROPERTIES LLC,SHANE PROPERTIES,"SHANE PROPERTIES, LLC",4722,"SHANE PROPERTIES, LLC",3
SHARAFF PROPERTIES LLC,SHARAFF PROPERTIES,"SHARAFF PROPERTIES, LLC",4723,"SHARAFF PROPERTIES, LLC",3
SHARBER LEON TRUSTEE,SHARBER LEON TRUSTEE,"SHARBER, LEON, TRUSTEE",4724,"SHARBER, LEON, TRUSTEE",3
SHARPE CHURCH ESTHER B REV TRUST THE,SHARPE CHURCH ESTHER B REV TRUST THE,"SHARPE-CHURCH, ESTHER B REV TRUST, THE",4725,"SHARPE-CHURCH, ESTHER B REV TRUST, THE",3
SHARPE ERNEST E & ROSA MARY OATH TRUST,SHARPE ERNEST E & ROSA MARY OATH,"SHARPE, ERNEST E & ROSA MARY OATH TRUST",4726,"SHARPE, ERNEST E & ROSA MARY OATH TRUST",2
SHARPE ERNEST E & ROSE MARY OATH TRUST,SHARPE ERNEST E & ROSE MARY OATH,"SHARPE, ERNEST E. & ROSE MARY OATH TRUST",4726,"SHARPE, ERNEST E & ROSA MARY OATH TRUST",1
SHEERAH HOMES LLC,SHEERAH HOMES,"SHEERAH HOMES, LLC",4727,"SHEERAH HOMES, LLC",3
SHEET METAL WORKERS LOCAL 177 BLDG CORP,SHEET METAL WORKERS LOCAL 177 BLDG,SHEET METAL WORKERS LOCAL #177 BLDG CORP,4728,SHEET METAL WORKERS LOCAL #177 BLDG CORP,3
SHEFFIELD ON THE HARPETH HOA INC,SHEFFIELD ON THE HARPETH HOA,SHEFFIELD ON THE HARPETH HOA INC,4729,SHEFFIELD ON THE HARPETH HOA INC,3
SHELL OIL CO,SHELL OIL,SHELL OIL CO.; SHELL OIL COMPANY,4730,SHELL OIL CO.,3
SHERWIN WILLIAMS DEV CORP,SHERWIN WILLIAMS DEV,SHERWIN-WILLIAMS DEV. CORP.,4731,SHERWIN-WILLIAMS DEV. CORP.,3
SHH LLC,SHH,"SHH, LLC",4732,"SHH, LLC",3
SHIELDS CREST ROW HOUSES HOA INC,SHIELDS CREST ROW HOUSES HOA,"SHIELDS CREST ROW HOUSES HOA, INC.",4733,"SHIELDS CREST ROW HOUSES HOA, INC.",3
SIERRA INVESTMENTS LLC,SIERRA INVESTMENTS,"SIERRA INVESTMENTS, LLC",4734,"SIERRA INVESTMENTS, LLC",3
SIKORA BRUCE JOHN LIVING TRUST,SIKORA BRUCE JOHN LIVING,"SIKORA, BRUCE JOHN LIVING TRUST",4735,"SIKORA, BRUCE JOHN LIVING TRUST",3
SILK PURSE PROPERTIES LLC,SILK PURSE PROPERTIES,"SILK PURSE PROPERTIES, LLC",4736,"SILK PURSE PROPERTIES, LLC",3
SILO CAPITAL LLC,SILO CAPITAL,"SILO CAPITAL, LLC",4737,"SILO CAPITAL, LLC",3
SINGH ALVIN & BARBRA JOINT LIVING TRUST,SINGH ALVIN & BARBRA JOINT LIVING,"SINGH, ALVIN & BARBRA JOINT LIVING TRUST",4738,"SINGH, ALVIN & BARBRA JOINT LIVING TRUST",2
SINGH BARBRA J LE & ALVIN JOINT LIVING TRUST,SINGH BARBRA J LE & ALVIN JOINT LIVING,"SINGH, BARBRA J (LE) & ALVIN JOINT LIVING TRUST",4738,"SINGH, ALVIN & BARBRA JOINT LIVING TRUST",1
SINMI VENTURES LLC,SINMI VENTURES,"SINMI VENTURES, LLC",4739,"SINMI VENTURES, LLC",3
SIRLS MICHAEL LANE LIVING TRUST,SIRLS MICHAEL LANE LIVING,"SIRLS, MICHAEL LANE LIVING TRUST",4740,"SIRLS, MICHAEL LANE LIVING TRUST",2
SIRLS MICHAEL LANE LIVING TRUST ETAL,SIRLS MICHAEL LANE LIVING TRUST ETAL,"SIRLS, MICHAEL LANE LIVING TRUST ETAL",4740,"SIRLS, MICHAEL LANE LIVING TRUST",1
SISEMORE NORMA M LIVING TRUST,SISEMORE NORMA M LIVING,"SISEMORE, NORMA M LIVING TRUST",4741,"SISEMORE, NORMA M LIVING TRUST",3
SKY REALTY LLC,SKY REALTY,SKY REALTY LLC,4742,SKY REALTY LLC,3
SKYLINE COMMONS LLC,SKYLINE COMMONS,"SKYLINE COMMONS, LLC",4743,"SKYLINE COMMONS, LLC",3
SLJ REAL ESTATE LLC,SLJ REAL ESTATE,"SLJ REAL ESTATE, LLC",4744,"SOUTHERN PLANTATION INVESTMENTS, LLC",1
SOUTHERN PLANTATION INVESTMENTS LLC,SOUTHERN PLANTATION INVESTMENTS,"SOUTHERN PLANTATION INVESTMENTS, LLC",4744,"SOUTHERN PLANTATION INVESTMENTS, LLC",2
SLTRX REVOCABLE LIVING TRUST,SLTRX REVOCABLE LIVING,SLTRX REVOCABLE LIVING TRUST,4745,SLTRX REVOCABLE LIVING TRUST,3
SMG REALTY GP LLC,SMG REALTY,"SMG REALTY GP, LLC",4746,"SMG REALTY GP, LLC",3
SMITH FAMILY PROPERTY TRUST THE,SMITH FAMILY PROPERTY TRUST THE,"SMITH FAMILY PROPERTY TRUST, THE",4747,"SMITH FAMILY PROPERTY TRUST, THE",3
SMITH FUNERAL DIRECTOR INC,SMITH FUNERAL DIRECTOR,"SMITH FUNERAL DIRECTOR, INC",4748,"SMITH FUNERAL DIRECTORS, INC",1
SMITH FUNERAL DIRECTORS INC,SMITH FUNERAL DIRECTORS,"SMITH FUNERAL DIRECTORS, INC; SMITH FUNERAL DIRECTORS, INC.",4748,"SMITH FUNERAL DIRECTORS, INC",2
SMITH INVESTMENT GROUP GP,SMITH INVESTMENT GROUP,"SMITH INVESTMENT GROUP, GP",4749,"SMITH INVESTMENT GROUP, GP",3
SMITH MARK & HARTEL ANITA REVOCABLE TRUST,SMITH MARK & HARTEL ANITA REVOCABLE,"SMITH, MARK & HARTEL, ANITA REVOCABLE TRUST",4750,"SMITH, MARK & HARTEL, ANITA REVOCABLE TRUST",3
SMITH SANDRA MCCALLISTER REV TRUST THE,SMITH SANDRA MCCALLISTER REV TRUST THE,"SMITH, SANDRA MCCALLISTER REV TRUST, THE",4751,"SMITH, SANDRA MCCALLISTER TRUST, THE",1
SMITH SANDRA MCCALLISTER TRUST THE,SMITH SANDRA MCCALLISTER TRUST THE,"SMITH, SANDRA MCCALLISTER TRUST, THE",4751,"SMITH, SANDRA MCCALLISTER TRUST, THE",2
